"","down","ydstogo","yardline_100","touchdown"
"8831",1,10,61,0
"8832",2,1,52,0
"8833",1,10,40,0
"8834",1,19,49,0
"8835",2,17,47,0
"8836",1,10,24,0
"8837",2,3,17,0
"8838",1,10,11,0
"8839",2,10,11,0
"8840",3,1,2,0
"8841",NA,0,NA,0
"8842",4,1,2,0
"8843",1,10,80,0
"8844",2,6,76,0
"8845",3,3,73,0
"8846",NA,0,NA,0
"8847",4,9,79,0
"8848",1,10,80,0
"8849",2,8,78,0
"8850",1,10,67,0
"8851",2,10,67,0
"8852",3,10,67,0
"8853",NA,0,NA,0
"8854",1,10,39,0
"8855",1,10,28,0
"8856",2,10,28,0
"8857",3,2,20,1
"8858",NA,0,15,0
"8859",NA,0,35,0
"8860",1,10,65,0
"8861",NA,0,NA,NA
"8862",NA,0,35,0
"8863",1,10,70,0
"8864",2,2,62,0
"8865",1,10,57,0
"8866",2,10,57,0
"8867",3,9,56,0
"8868",4,9,56,0
"8869",1,10,70,0
"8870",2,6,66,0
"8871",3,2,62,0
"8872",4,2,62,0
"8873",1,10,85,0
"8874",2,1,76,0
"8875",1,10,70,0
"8876",2,10,70,0
"8877",1,10,56,0
"8878",1,25,71,0
"8879",2,21,67,0
"8880",3,14,60,0
"8881",4,9,55,0
"8882",1,10,80,0
"8883",1,10,58,0
"8884",2,2,50,0
"8885",1,10,44,0
"8886",1,20,54,0
"8887",2,27,61,0
"8888",3,17,51,0
"8889",4,17,51,0
"8890",1,10,93,0
"8891",2,7,90,0
"8892",1,10,83,0
"8893",1,10,68,0
"8894",NA,0,NA,0
"8895",2,9,67,0
"8896",NA,0,NA,NA
"8897",1,10,57,0
"8898",1,19,66,0
"8899",1,24,71,0
"8900",2,24,71,0
"8901",3,20,67,0
"8902",4,9,56,0
"8903",1,10,84,0
"8904",1,10,72,0
"8905",2,10,72,0
"8906",3,16,78,0
"8907",4,16,78,0
"8908",1,10,76,0
"8909",1,10,65,0
"8910",2,4,59,0
"8911",3,1,56,0
"8912",1,10,44,0
"8913",2,9,43,0
"8914",1,10,33,0
"8915",1,10,17,0
"8916",2,7,14,0
"8917",3,5,12,1
"8918",NA,0,15,0
"8919",NA,0,35,0
"8920",1,10,65,0
"8921",1,15,70,0
"8922",2,10,65,0
"8923",3,10,65,0
"8924",4,3,58,0
"8925",1,10,81,0
"8926",2,7,78,0
"8927",1,10,70,0
"8928",2,1,61,0
"8929",1,10,58,0
"8930",2,11,59,0
"8931",3,12,60,0
"8932",NA,0,NA,NA
"8933",NA,0,NA,NA
"8934",NA,0,35,0
"8935",1,10,69,0
"8936",1,10,56,0
"8937",2,10,56,0
"8938",3,7,53,0
"8939",4,3,49,0
"8940",1,10,88,0
"8941",1,10,77,0
"8942",1,10,67,0
"8943",2,7,64,0
"8944",3,4,61,0
"8945",1,10,45,0
"8946",1,10,12,0
"8947",2,9,11,0
"8948",NA,0,NA,0
"8949",3,5,7,0
"8950",1,1,1,0
"8951",2,1,1,0
"8952",3,1,1,0
"8953",4,1,1,1
"8954",NA,0,15,0
"8955",NA,0,35,0
"8956",1,10,65,0
"8957",2,10,65,0
"8958",3,5,60,0
"8959",1,10,35,0
"8960",1,10,13,0
"8961",1,8,8,1
"8962",NA,0,15,0
"8963",NA,0,35,0
"8964",1,10,77,0
"8965",2,8,75,0
"8966",3,8,75,0
"8967",1,10,46,0
"8968",1,10,33,0
"8969",2,9,32,0
"8970",3,9,32,0
"8971",NA,0,NA,NA
"8972",3,14,37,0
"8973",4,7,30,0
"8974",NA,0,35,0
"8975",1,10,65,0
"8976",1,10,49,0
"8977",2,16,55,0
"8978",2,21,60,0
"8979",3,21,60,0
"8980",4,21,60,0
"8981",1,10,85,0
"8982",1,10,61,0
"8983",1,15,66,0
"8984",1,20,71,0
"8985",2,12,63,0
"8986",3,12,63,0
"8987",4,10,61,0
"8988",1,10,92,0
"8989",2,12,94,0
"8990",3,12,94,0
"8991",4,1,83,0
"8992",1,10,61,0
"8993",2,12,63,0
"8994",3,11,62,0
"8995",4,11,62,0
"8996",1,10,81,0
"8997",2,7,78,0
"8998",1,10,70,0
"8999",1,5,5,0
"9000",2,2,2,0
"9001",3,2,2,1
"9002",NA,0,15,0
"9003",NA,0,35,0
"9004",1,10,67,0
"9005",2,8,65,0
"9006",2,18,75,0
"9007",3,16,73,0
"9008",NA,0,NA,0
"9009",4,7,64,0
"9010",1,10,84,0
"9011",1,5,79,0
"9012",1,10,73,0
"9013",1,10,46,0
"9014",2,4,40,0
"9015",3,4,40,0
"9016",4,4,40,0
"9017",NA,0,35,0
"9018",1,10,69,0
"9019",NA,0,NA,NA
"9020",NA,0,35,0
"9021",1,10,72,0
"9022",2,8,70,0
"9023",1,10,57,0
"9024",2,9,56,0
"9025",3,9,56,0
"9026",1,10,51,0
"9027",2,10,51,0
"9028",3,10,51,0
"9029",4,10,51,0
"9030",1,10,90,0
"9031",2,10,90,0
"9032",3,1,81,0
"9033",1,10,78,0
"9034",1,20,88,0
"9035",1,10,42,0
"9036",1,10,31,0
"9037",2,3,24,0
"9038",3,3,24,0
"9039",1,10,18,0
"9040",2,7,15,0
"9041",3,7,15,0
"9042",4,7,15,0
"9043",NA,0,35,0
"9044",1,10,63,0
"9045",2,8,61,0
"9046",3,4,57,0
"9047",4,4,57,0
"9048",1,10,84,0
"9049",2,1,75,0
"9050",1,10,69,0
"9051",2,8,67,0
"9052",1,10,32,0
"9053",1,15,37,0
"9054",2,15,37,0
"9055",3,16,38,0
"9056",4,16,38,0
"9057",1,10,54,0
"9058",1,10,32,0
"9059",2,9,31,0
"9060",NA,0,NA,NA
"9061",3,2,24,0
"9062",4,2,24,0
"9063",1,10,77,0
"9064",2,7,74,0
"9065",NA,0,NA,0
"9066",3,7,74,0
"9067",4,7,74,1
"9068",NA,0,15,0
"9069",NA,0,35,0
"9070",1,10,65,0
"9071",2,7,62,0
"9072",3,7,62,0
"9073",4,7,62,0
"9074",1,10,83,0
"9075",2,6,79,0
"9076",3,9,82,0
"9077",1,10,55,0
"9078",2,11,56,0
"9079",3,8,53,0
"9080",4,8,53,0
"9081",1,10,94,0
"9082",1,10,82,0
"9083",2,6,78,0
"9084",1,10,72,0
"9085",2,10,72,0
"9086",1,10,20,0
"9087",2,12,22,0
"9088",3,4,14,0
"9089",1,6,6,0
"9090",2,3,3,0
"9091",2,8,8,0
"9092",3,8,8,1
"9093",NA,0,15,0
"9094",NA,0,35,0
"9095",1,10,65,0
"9096",2,7,62,0
"9097",3,7,62,0
"9098",4,7,62,0
"9099",1,10,79,0
"9100",2,8,77,0
"9101",1,10,68,0
"9102",2,11,69,0
"9103",NA,0,NA,NA
"9104",NA,0,NA,NA
"9105",NA,0,35,0
"9106",1,10,69,0
"9107",2,6,65,0
"9108",3,9,68,0
"9109",1,10,22,0
"9110",2,4,16,0
"9111",3,5,17,0
"9112",1,1,1,0
"9113",1,5,5,0
"9114",2,2,2,1
"9115",NA,0,15,0
"9116",NA,0,35,0
"9117",1,10,72,0
"9118",2,7,69,0
"9119",3,4,66,0
"9120",4,4,66,0
"9121",1,10,85,0
"9122",1,10,69,0
"9123",2,3,62,0
"9124",1,10,57,0
"9125",2,10,57,0
"9126",2,18,65,0
"9127",3,18,65,0
"9128",4,2,49,0
"9129",4,7,54,0
"9130",1,10,89,0
"9131",2,3,82,0
"9132",1,10,78,0
"9133",2,5,73,0
"9134",3,5,73,0
"9135",NA,0,NA,0
"9136",4,1,69,0
"9137",4,6,74,0
"9138",1,10,68,0
"9139",1,10,43,0
"9140",NA,0,NA,NA
"9141",2,5,38,0
"9142",3,4,37,0
"9143",1,10,32,0
"9144",2,9,31,0
"9145",3,3,25,0
"9146",1,10,20,0
"9147",1,20,30,0
"9148",2,19,29,0
"9149",1,1,1,1
"9150",NA,0,15,0
"9151",NA,0,35,0
"9152",1,10,88,0
"9153",2,7,85,0
"9154",3,7,85,0
"9155",3,12,90,0
"9156",4,6,84,0
"9157",1,10,60,0
"9158",2,8,58,0
"9159",1,10,50,0
"9160",2,6,46,0
"9161",3,5,45,0
"9162",4,5,45,0
"9163",1,10,95,0
"9164",1,10,81,0
"9165",2,1,72,NA
"9166",2,1,72,0
"9167",1,10,66,0
"9168",2,8,64,0
"9169",1,10,53,0
"9170",2,2,45,0
"9171",1,10,40,0
"9172",1,10,29,0
"9173",1,1,1,0
"9174",NA,0,NA,0
"9175",2,2,2,1
"9176",NA,0,15,0
"9177",NA,0,35,0
"9178",1,10,80,0
"9179",2,10,80,0
"9180",3,10,80,0
"9181",NA,0,NA,0
"9182",1,10,68,0
"9183",1,15,73,0
"9184",1,10,15,1
"9185",NA,0,15,0
"9186",NA,0,35,0
"9187",NA,0,NA,0
"9188",1,10,65,0
"9189",NA,0,NA,NA
"9190",NA,0,35,0
"9191",1,10,70,0
"9192",2,5,65,0
"9193",1,10,57,0
"9194",1,15,62,0
"9195",2,15,62,0
"9196",3,14,61,0
"9197",4,14,61,0
"9198",1,10,76,0
"9199",1,10,62,0
"9200",2,9,61,0
"9201",3,1,53,0
"9202",1,10,38,0
"9203",1,10,19,0
"9204",2,6,15,0
"9205",1,1,1,0
"9206",1,5,5,0
"9207",2,2,2,0
"9208",3,1,1,1
"9209",NA,0,15,0
"9210",NA,0,35,0
"9211",1,10,80,0
"9212",2,10,80,0
"9213",3,6,76,0
"9214",1,10,61,0
"9215",2,6,57,0
"9216",1,10,47,0
"9217",2,1,38,0
"9218",1,10,35,0
"9219",1,10,23,0
"9220",2,10,23,0
"9221",1,10,12,0
"9222",1,15,17,0
"9223",2,6,8,1
"9224",NA,0,15,0
"9225",NA,0,35,0
"9226",1,10,70,0
"9227",NA,0,NA,NA
"9228",2,7,67,0
"9229",3,2,62,0
"9230",1,10,32,0
"9231",2,10,32,0
"9232",3,2,24,0
"9233",1,10,21,0
"9234",2,7,18,1
"9235",NA,0,15,0
"9236",NA,0,35,0
"9237",1,10,77,0
"9238",2,5,72,0
"9239",3,3,70,0
"9240",1,10,65,0
"9241",2,6,61,0
"9242",3,2,57,0
"9243",4,2,57,0
"9244",1,10,45,0
"9245",2,5,40,0
"9246",3,5,40,0
"9247",1,10,22,0
"9248",2,4,16,0
"9249",1,3,3,0
"9250",2,1,1,1
"9251",NA,0,15,0
"9252",NA,0,35,0
"9253",1,10,80,0
"9254",2,8,78,0
"9255",3,8,78,0
"9256",1,10,60,0
"9257",2,10,60,0
"9258",1,10,47,0
"9259",2,7,44,0
"9260",1,10,29,0
"9261",1,10,15,0
"9262",NA,0,NA,0
"9263",2,13,18,0
"9264",NA,0,NA,0
"9265",3,10,15,1
"9266",NA,0,15,0
"9267",NA,0,35,0
"9268",1,10,54,0
"9269",2,10,54,0
"9270",3,3,47,0
"9271",1,10,28,1
"9272",NA,0,15,0
"9273",NA,0,35,0
"9274",1,10,74,0
"9275",1,10,49,0
"9276",2,10,49,0
"9277",3,1,40,0
"9278",NA,0,NA,0
"9279",NA,0,NA,0
"9280",1,10,39,0
"9281",NA,0,NA,0
"9282",2,6,35,0
"9283",3,6,35,0
"9284",NA,0,NA,NA
"9285",NA,0,35,0
"9286",1,10,80,0
"9287",1,10,69,0
"9288",2,6,65,0
"9289",3,5,64,0
"9290",1,10,42,0
"9291",2,7,39,0
"9292",NA,0,NA,0
"9293",1,5,5,0
"9294",2,4,4,0
"9295",3,4,4,0
"9296",4,4,4,0
"9297",NA,0,35,0
"9298",1,10,80,0
"9299",2,6,76,0
"9300",NA,0,NA,0
"9301",3,6,76,0
"9302",NA,0,NA,0
"9303",4,6,76,0
"9304",1,10,62,0
"9305",2,1,53,0
"9306",1,10,40,0
"9307",1,10,25,0
"9308",2,4,19,0
"9309",1,10,12,0
"9310",NA,0,NA,0
"9311",2,13,15,0
"9312",3,14,16,0
"9313",4,14,16,0
"9314",NA,0,NA,NA
"9315",NA,0,NA,NA
"9316",NA,0,35,0
"9317",1,10,74,0
"9318",2,5,69,0
"9319",3,6,70,0
"9320",1,10,58,0
"9321",1,10,80,0
"9322",1,10,69,0
"9323",2,2,61,0
"9324",1,10,50,0
"9325",2,10,50,0
"9326",3,2,42,0
"9327",NA,0,NA,0
"9328",1,10,32,0
"9329",1,10,25,0
"9330",1,20,35,0
"9331",2,15,30,0
"9332",3,8,23,0
"9333",4,8,23,0
"9334",NA,0,35,0
"9335",1,10,52,0
"9336",1,10,28,0
"9337",2,5,23,0
"9338",2,15,33,0
"9339",3,15,33,0
"9340",3,25,43,0
"9341",4,16,34,0
"9342",NA,0,35,0
"9343",1,10,74,0
"9344",2,3,67,0
"9345",1,10,64,0
"9346",2,10,64,0
"9347",3,10,64,0
"9348",4,1,55,0
"9349",1,10,45,0
"9350",1,10,35,0
"9351",2,9,34,0
"9352",3,4,29,0
"9353",NA,0,NA,NA
"9354",1,10,23,0
"9355",1,10,11,0
"9356",2,3,4,0
"9357",3,2,3,0
"9358",4,1,2,1
"9359",NA,0,15,0
"9360",NA,0,35,0
"9361",1,10,76,0
"9362",2,10,76,0
"9363",3,7,73,0
"9364",1,10,59,0
"9365",1,10,49,0
"9366",2,5,44,0
"9367",3,5,44,0
"9368",1,10,13,0
"9369",1,20,23,0
"9370",2,19,22,0
"9371",NA,0,NA,0
"9372",3,25,28,0
"9373",4,16,19,0
"9374",NA,0,35,0
"9375",1,10,70,0
"9376",2,9,69,0
"9377",3,4,64,0
"9378",1,10,56,0
"9379",1,20,66,0
"9380",2,20,66,0
"9381",3,20,66,0
"9382",4,14,60,0
"9383",1,10,96,0
"9384",2,5,91,0
"9385",1,10,85,0
"9386",2,10,85,0
"9387",1,10,62,0
"9388",2,10,62,0
"9389",3,10,62,0
"9390",1,10,46,0
"9391",2,1,37,0
"9392",NA,0,NA,0
"9393",1,10,21,0
"9394",NA,0,NA,0
"9395",2,16,27,0
"9396",1,10,10,0
"9397",2,10,10,1
"9398",NA,0,15,0
"9399",NA,0,35,0
"9400",1,10,65,0
"9401",NA,0,NA,NA
"9402",NA,0,35,0
"9403",1,10,65,0
"9404",1,10,54,0
"9405",2,6,50,0
"9406",3,6,50,0
"9407",4,6,50,0
"9408",1,10,82,0
"9409",2,10,82,0
"9410",3,4,76,0
"9411",1,10,80,0
"9412",1,10,63,0
"9413",2,8,61,0
"9414",3,7,60,0
"9415",4,7,60,0
"9416",1,10,81,0
"9417",2,9,80,0
"9418",3,9,80,0
"9419",4,9,80,0
"9420",1,10,73,0
"9421",2,3,66,0
"9422",3,12,75,0
"9423",4,12,75,0
"9424",1,10,77,0
"9425",2,7,74,0
"9426",3,12,79,0
"9427",4,12,79,0
"9428",1,10,73,0
"9429",2,12,75,0
"9430",3,6,69,0
"9431",4,2,65,0
"9432",1,10,90,0
"9433",2,1,81,0
"9434",1,10,75,0
"9435",2,2,67,0
"9436",1,10,61,0
"9437",NA,0,NA,NA
"9438",1,10,44,0
"9439",2,10,44,0
"9440",3,3,37,0
"9441",1,10,26,0
"9442",2,9,25,0
"9443",1,2,2,1
"9444",NA,0,15,0
"9445",NA,0,35,0
"9446",1,10,73,0
"9447",1,10,17,0
"9448",1,20,27,0
"9449",2,20,27,0
"9450",3,19,26,0
"9451",4,13,20,0
"9452",NA,0,35,0
"9453",1,10,83,0
"9454",1,10,73,0
"9455",2,10,73,0
"9456",1,10,63,0
"9457",2,2,55,0
"9458",1,10,46,0
"9459",2,4,40,0
"9460",2,14,50,0
"9461",1,10,25,0
"9462",1,10,17,0
"9463",1,15,22,0
"9464",2,13,20,0
"9465",3,13,20,0
"9466",4,2,9,1
"9467",NA,0,15,0
"9468",NA,0,35,0
"9469",1,10,80,0
"9470",1,10,48,0
"9471",2,13,51,0
"9472",2,18,56,0
"9473",1,10,53,0
"9474",1,15,58,0
"9475",2,15,58,0
"9476",3,28,71,0
"9477",NA,0,NA,0
"9478",4,17,60,0
"9479",1,10,88,1
"9480",NA,0,15,0
"9481",NA,0,35,0
"9482",1,10,89,0
"9483",2,1,80,0
"9484",1,10,68,0
"9485",1,15,73,0
"9486",1,10,56,0
"9487",NA,0,NA,0
"9488",2,3,49,0
"9489",NA,0,NA,0
"9490",1,10,45,0
"9491",2,11,46,0
"9492",NA,0,NA,NA
"9493",NA,0,NA,NA
"9494",NA,0,35,0
"9495",1,10,65,0
"9496",1,10,47,0
"9497",2,10,47,0
"9498",3,7,44,0
"9499",1,10,33,0
"9500",2,8,31,0
"9501",3,1,24,0
"9502",1,10,22,0
"9503",2,6,18,0
"9504",1,9,9,0
"9505",2,7,7,0
"9506",3,8,8,0
"9507",4,8,8,0
"9508",NA,0,35,0
"9509",1,10,93,0
"9510",1,5,88,0
"9511",2,1,84,0
"9512",1,10,70,0
"9513",1,10,59,0
"9514",2,8,57,0
"9515",1,10,49,0
"9516",2,10,49,0
"9517",3,7,46,0
"9518",4,1,40,0
"9519",1,10,37,0
"9520",2,11,38,0
"9521",3,13,40,0
"9522",4,13,40,0
"9523",1,10,80,0
"9524",2,5,75,0
"9525",3,2,72,0
"9526",NA,0,NA,NA
"9527",1,10,65,0
"9528",1,10,48,1
"9529",NA,0,15,0
"9530",NA,0,35,0
"9531",1,10,74,0
"9532",2,11,75,0
"9533",3,4,68,0
"9534",1,10,37,0
"9535",1,10,89,0
"9536",2,4,83,0
"9537",2,12,91,0
"9538",NA,0,NA,0
"9539",2,17,96,0
"9540",3,15,94,0
"9541",1,10,66,0
"9542",2,5,61,0
"9543",1,10,54,0
"9544",2,9,53,0
"9545",3,1,45,0
"9546",NA,0,50,0
"9547",3,6,50,0
"9548",1,10,39,0
"9549",2,1,30,0
"9550",1,10,23,0
"9551",2,2,15,0
"9552",1,4,4,1
"9553",NA,0,15,0
"9554",NA,0,35,0
"9555",1,10,75,0
"9556",2,7,72,0
"9557",3,4,69,0
"9558",4,4,69,0
"9559",1,10,71,0
"9560",2,10,71,0
"9561",3,11,72,0
"9562",4,11,72,0
"9563",1,10,59,0
"9564",2,10,59,0
"9565",3,10,59,0
"9566",1,10,45,0
"9567",2,10,45,0
"9568",1,10,34,0
"9569",1,16,40,0
"9570",2,16,40,0
"9571",1,10,17,0
"9572",1,7,7,0
"9573",NA,0,NA,0
"9574",2,5,5,0
"9575",3,5,5,0
"9576",4,5,5,0
"9577",NA,0,35,0
"9578",1,10,47,0
"9579",1,10,25,0
"9580",1,10,14,0
"9581",1,15,19,0
"9582",NA,0,NA,0
"9583",2,5,9,0
"9584",3,4,8,0
"9585",4,4,8,0
"9586",NA,0,NA,NA
"9587",NA,0,35,0
"9588",1,10,65,0
"9589",2,9,64,0
"9590",3,2,57,0
"9591",4,1,56,0
"9592",4,6,61,0
"9593",1,10,73,0
"9594",2,5,68,0
"9595",1,10,45,0
"9596",2,10,45,0
"9597",3,5,40,0
"9598",NA,0,NA,0
"9599",1,10,26,0
"9600",2,6,22,0
"9601",1,10,15,0
"9602",1,10,10,0
"9603",2,8,8,1
"9604",NA,0,2,0
"9605",NA,0,35,0
"9606",1,10,72,0
"9607",2,10,72,0
"9608",3,10,72,0
"9609",3,15,77,0
"9610",1,10,64,0
"9611",1,10,46,0
"9612",2,5,41,0
"9613",3,7,43,0
"9614",4,7,43,0
"9615",1,10,80,0
"9616",1,10,28,0
"9617",2,3,21,0
"9618",2,13,31,0
"9619",3,13,31,0
"9620",4,7,25,0
"9621",NA,0,35,0
"9622",1,10,65,0
"9623",2,9,64,0
"9624",3,9,64,0
"9625",4,9,64,1
"9626",NA,0,2,0
"9627",NA,0,35,0
"9628",1,10,65,0
"9629",2,10,65,0
"9630",1,10,45,0
"9631",1,10,34,0
"9632",2,5,29,0
"9633",NA,0,NA,NA
"9634",3,3,27,0
"9635",4,2,26,0
"9636",1,10,74,0
"9637",2,8,72,0
"9638",3,1,65,0
"9639",4,2,66,0
"9640",1,10,92,0
"9641",2,3,85,0
"9642",3,1,83,0
"9643",1,10,54,0
"9644",2,5,49,0
"9645",3,5,49,0
"9646",1,10,32,0
"9647",1,10,21,1
"9648",NA,0,15,0
"9649",NA,0,35,0
"9650",1,10,56,0
"9651",2,1,47,0
"9652",3,1,47,0
"9653",1,10,46,0
"9654",1,10,35,0
"9655",1,15,40,0
"9656",2,15,40,0
"9657",3,11,36,0
"9658",NA,0,NA,0
"9659",4,4,29,0
"9660",1,10,63,0
"9661",1,10,50,0
"9662",1,10,47,0
"9663",NA,0,NA,0
"9664",2,11,48,0
"9665",3,5,42,0
"9666",1,10,34,0
"9667",2,12,36,0
"9668",3,14,38,0
"9669",NA,0,NA,NA
"9670",NA,0,NA,NA
"9671",NA,0,35,0
"9672",1,10,65,0
"9673",1,15,70,0
"9674",2,6,61,0
"9675",3,7,62,0
"9676",4,7,62,0
"9677",1,10,89,0
"9678",2,5,84,0
"9679",1,10,70,0
"9680",2,8,68,0
"9681",3,1,61,0
"9682",1,10,57,0
"9683",1,10,41,0
"9684",2,1,32,0
"9685",1,10,28,0
"9686",1,10,15,1
"9687",NA,0,15,0
"9688",NA,0,35,0
"9689",1,10,74,0
"9690",2,10,74,0
"9691",3,6,70,0
"9692",1,10,65,0
"9693",1,20,75,0
"9694",2,18,73,0
"9695",3,19,74,0
"9696",1,10,50,0
"9697",2,10,50,0
"9698",2,5,45,0
"9699",3,5,45,0
"9700",4,5,45,0
"9701",1,10,99,0
"9702",2,9,98,0
"9703",3,6,95,0
"9704",1,10,77,0
"9705",2,10,77,0
"9706",3,10,77,0
"9707",4,13,80,0
"9708",1,10,67,0
"9709",2,2,59,0
"9710",1,10,55,0
"9711",2,10,55,0
"9712",1,3,3,0
"9713",1,8,8,0
"9714",NA,0,NA,NA
"9715",2,7,7,0
"9716",3,3,3,0
"9717",4,4,4,0
"9718",NA,0,35,0
"9719",1,10,65,0
"9720",2,4,59,0
"9721",1,10,54,0
"9722",1,10,42,0
"9723",1,10,31,0
"9724",2,5,26,0
"9725",1,10,20,0
"9726",1,20,30,0
"9727",2,24,34,0
"9728",3,5,15,0
"9729",4,15,25,0
"9730",NA,0,20,0
"9731",1,10,60,0
"9732",2,5,55,0
"9733",3,13,63,0
"9734",1,10,50,0
"9735",2,10,50,0
"9736",3,10,50,0
"9737",3,5,45,0
"9738",3,10,50,0
"9739",1,10,39,0
"9740",2,6,35,0
"9741",3,2,31,0
"9742",1,10,27,0
"9743",2,8,25,0
"9744",3,7,24,0
"9745",1,10,12,0
"9746",2,8,10,0
"9747",3,11,13,0
"9748",4,11,13,0
"9749",NA,0,35,0
"9750",1,10,75,0
"9751",1,10,64,0
"9752",2,5,59,0
"9753",3,5,59,0
"9754",1,10,49,0
"9755",NA,0,NA,0
"9756",2,6,45,0
"9757",3,6,45,0
"9758",NA,0,NA,0
"9759",4,2,41,0
"9760",NA,0,NA,0
"9761",1,10,36,1
"9762",NA,0,15,0
"9763",NA,0,35,0
"9764",1,10,71,0
"9765",NA,0,NA,NA
"9766",NA,0,35,0
"9767",1,10,75,0
"9768",2,6,71,0
"9769",1,10,64,0
"9770",2,4,58,0
"9771",3,4,58,0
"9772",1,10,48,0
"9773",2,10,48,0
"9774",2,20,58,0
"9775",3,25,63,0
"9776",4,17,55,0
"9777",1,10,95,0
"9778",2,2,87,0
"9779",3,1,86,0
"9780",1,10,68,0
"9781",2,10,68,0
"9782",3,7,65,0
"9783",3,12,70,0
"9784",3,17,75,0
"9785",4,9,67,0
"9786",1,10,96,0
"9787",2,9,95,0
"9788",3,13,99,0
"9789",4,13,99,0
"9790",1,10,59,0
"9791",2,7,56,0
"9792",3,6,55,0
"9793",1,3,3,0
"9794",2,3,3,1
"9795",NA,0,1,0
"9796",NA,0,35,0
"9797",1,10,66,0
"9798",2,9,65,0
"9799",1,10,54,1
"9800",NA,0,2,0
"9801",NA,0,35,0
"9802",1,10,61,0
"9803",2,3,54,0
"9804",1,10,49,0
"9805",NA,0,NA,NA
"9806",2,16,55,0
"9807",1,10,38,0
"9808",2,9,37,0
"9809",3,14,42,0
"9810",4,12,40,0
"9811",1,10,91,0
"9812",2,10,91,0
"9813",3,2,83,0
"9814",4,2,83,0
"9815",1,10,48,0
"9816",2,4,42,0
"9817",1,10,36,0
"9818",2,1,27,0
"9819",1,10,19,0
"9820",2,4,13,0
"9821",3,1,10,0
"9822",1,4,4,0
"9823",2,1,1,0
"9824",3,1,1,0
"9825",4,3,3,0
"9826",1,10,96,0
"9827",2,3,89,0
"9828",3,3,89,0
"9829",1,10,60,0
"9830",2,10,60,0
"9831",1,10,55,0
"9832",2,9,54,0
"9833",3,9,54,0
"9834",4,25,70,0
"9835",1,10,74,0
"9836",1,5,69,0
"9837",NA,0,NA,0
"9838",2,2,66,0
"9839",NA,0,NA,0
"9840",3,5,69,0
"9841",NA,0,NA,0
"9842",1,10,59,0
"9843",2,5,54,0
"9844",3,5,54,0
"9845",NA,0,NA,0
"9846",4,4,53,0
"9847",1,10,84,0
"9848",NA,0,NA,0
"9849",2,10,84,0
"9850",NA,0,NA,NA
"9851",NA,0,NA,NA
"9852",NA,0,35,0
"9853",1,10,65,0
"9854",2,18,73,0
"9855",3,12,67,0
"9856",4,12,67,0
"9857",1,10,74,0
"9858",2,6,70,0
"9859",1,10,63,0
"9860",2,1,54,0
"9861",1,10,51,0
"9862",2,4,45,0
"9863",1,10,38,0
"9864",1,10,16,0
"9865",2,7,13,0
"9866",2,12,18,0
"9867",3,9,15,0
"9868",4,17,23,0
"9869",NA,0,35,0
"9870",1,10,71,0
"9871",2,1,62,0
"9872",1,10,57,0
"9873",1,10,43,0
"9874",2,8,41,0
"9875",3,2,35,0
"9876",1,10,18,0
"9877",1,7,7,0
"9878",2,1,1,1
"9879",NA,0,15,0
"9880",NA,0,35,0
"9881",1,10,70,0
"9882",2,9,69,0
"9883",NA,0,NA,NA
"9884",1,10,47,0
"9885",2,5,42,0
"9886",3,7,44,0
"9887",3,13,50,0
"9888",4,22,59,0
"9889",1,10,80,1
"9890",NA,0,15,0
"9891",NA,0,35,0
"9892",1,10,74,0
"9893",2,10,74,0
"9894",NA,0,NA,0
"9895",3,5,69,0
"9896",1,10,63,0
"9897",2,9,62,0
"9898",3,1,54,0
"9899",4,1,54,0
"9900",1,10,45,0
"9901",2,7,42,0
"9902",3,8,43,0
"9903",1,10,68,0
"9904",2,3,61,0
"9905",1,10,57,0
"9906",2,10,57,0
"9907",3,1,48,0
"9908",1,10,32,0
"9909",2,9,31,0
"9910",3,9,31,0
"9911",1,10,15,0
"9912",2,5,10,0
"9913",NA,0,NA,0
"9914",3,15,20,0
"9915",NA,0,NA,0
"9916",4,7,12,0
"9917",1,10,91,0
"9918",1,10,66,0
"9919",2,10,66,0
"9920",1,10,49,0
"9921",2,3,42,0
"9922",1,10,13,0
"9923",NA,0,NA,0
"9924",2,12,15,0
"9925",3,12,15,0
"9926",4,12,15,0
"9927",4,7,10,0
"9928",NA,0,35,0
"9929",1,10,76,0
"9930",NA,0,NA,NA
"9931",NA,0,35,0
"9932",1,10,68,0
"9933",2,7,65,0
"9934",3,11,69,0
"9935",4,19,77,0
"9936",1,10,74,0
"9937",2,11,75,0
"9938",3,4,68,0
"9939",4,3,67,0
"9940",1,10,90,0
"9941",2,10,90,0
"9942",3,3,83,0
"9943",1,10,78,0
"9944",2,2,70,0
"9945",1,10,57,0
"9946",2,8,55,0
"9947",3,8,55,0
"9948",1,10,44,0
"9949",2,11,45,0
"9950",3,16,50,0
"9951",1,10,35,0
"9952",2,2,27,0
"9953",1,10,20,0
"9954",2,4,14,0
"9955",1,4,4,1
"9956",NA,0,15,0
"9957",NA,0,35,0
"9958",1,10,82,0
"9959",2,10,82,0
"9960",3,9,81,0
"9961",4,19,91,0
"9962",1,10,46,0
"9963",NA,0,NA,NA
"9964",2,1,37,0
"9965",1,10,33,0
"9966",2,2,25,0
"9967",1,10,19,0
"9968",2,9,18,0
"9969",NA,0,NA,0
"9970",3,6,15,0
